DATE,DEF,NDX 100 (Stooq ^NDX),"TQQQ (YF+SS 1%, ER 0.95%)","QLD (YF+SS 1%, ER 0.95%)",S&P 500 (Stooq ^SPX),1.00%,<- SS,0.95%,<- ER,TQQQ NO TAX,QLD NO TAX
1986. 12. 31,14.35,141.4,0.7516,0.19,242.17,,,,,0.04533,0.04954
1987. 1. 2,6.46,142.86,0.7736,0.19,246.45,,,,,0.04674,0.05056
1987. 1. 5,6.86,147.4,0.8463,0.21,252.19,,,,,0.05119,0.05377
1987. 1. 6,6.56,149.06,0.8745,0.21,252.78,,,,,0.05292,0.05498
1987. 1. 7,6.2,152.98,0.9432,0.22,255.33,,,,,0.0571,0.05787
1987. 1. 8,5.98,155.69,0.9929,0.23,257.28,,,,,0.06013,0.05992
1987. 1. 9,5.93,156.99,1.0173,0.23,258.73,,,,,0.06164,0.06093
1987. 1. 12,6.22,159.3,1.061,0.24,260.3,,,,,0.06436,0.06272
1987. 1. 13,6.19,159.62,1.0669,0.24,259.95,,,,,0.06475,0.06297
1987. 1. 14,5.89,162.66,1.1274,0.25,262.64,,,,,0.06845,0.06537
1987. 1. 15,6.01,164.15,1.158,0.25,265.49,,,,,0.07033,0.06657
1987. 1. 16,5.97,162.51,1.1228,0.25,266.28,,,,,0.06822,0.06524
1987. 1. 19,5.97,166.46,1.2033,0.26,269.34,,,,,0.07319,0.06841
1987. 1. 20,6.13,166.52,1.2041,0.26,269.04,,,,,0.07327,0.06846
1987. 1. 21,6.07,164.26,1.1545,0.25,267.84,,,,,0.07029,0.0666
1987. 1. 22,6.08,167.95,1.2319,0.26,273.91,,,,,0.07503,0.06959
1987. 1. 23,6.02,166.76,1.2052,0.26,270.1,,,,,0.07343,0.06861
1987. 1. 26,6.14,164.14,1.1469,0.25,269.61,,,,,0.06997,0.06645
1987. 1. 27,6.15,166.65,1.199,0.26,273.75,,,,,0.07318,0.06848
1987. 1. 28,6.5,167.62,1.2194,0.26,275.4,,,,,0.07446,0.06928
1987. 1. 29,6.22,165.74,1.1779,0.26,274.24,,,,,0.07195,0.06772
1987. 1. 30,6.28,166.68,1.1974,0.26,274.08,,,,,0.07318,0.06849
1987. 2. 2,6.3,170.3,1.2739,0.27,276.45,,,,,0.07795,0.07147
1987. 2. 3,6.2,171.55,1.3014,0.27,275.99,,,,,0.07966,0.07252
1987. 2. 4,5.97,173.5,1.3452,0.28,279.64,,,,,0.08238,0.07417
1987. 2. 5,5.95,174.63,1.3709,0.28,281.16,,,,,0.08399,0.07513
1987. 2. 6,6.07,174.63,1.3704,0.28,280.04,,,,,0.08399,0.07513
1987. 2. 9,6.29,173.62,1.3449,0.28,278.16,,,,,0.08253,0.07426
1987. 2. 10,6.33,172.32,1.3141,0.28,275.07,,,,,0.08068,0.07315
1987. 2. 11,6.17,175.98,1.3972,0.29,277.54,,,,,0.08582,0.07626
1987. 2. 12,6.22,176.26,1.4033,0.29,275.62,,,,,0.08623,0.0765
1987. 2. 13,6.1,179.07,1.4698,0.3,279.7,,,,,0.09035,0.07894
1987. 2. 17,6.59,183.65,1.5802,0.31,285.49,,,,,0.09728,0.08298
1987. 2. 18,6.25,181.21,1.5165,0.31,285.42,,,,,0.09341,0.08077
1987. 2. 19,6,179.87,1.4822,0.3,285.57,,,,,0.09133,0.07958
1987. 2. 20,5.92,178.68,1.4521,0.3,285.48,,,,,0.08952,0.07853
1987. 2. 23,6.06,177.71,1.4267,0.29,282.38,,,,,0.08806,0.07767
1987. 2. 24,5.95,178.94,1.4557,0.3,282.88,,,,,0.08989,0.07875
1987. 2. 25,5.89,180.97,1.5047,0.3,284,,,,,0.09295,0.08053
1987. 2. 26,5.97,182.18,1.5343,0.31,282.96,,,,,0.09482,0.08161
1987. 2. 27,6.02,182.75,1.548,0.31,284.2,,,,,0.09571,0.08212
1987. 3. 2,6.18,181.07,1.5034,0.3,283,,,,,0.09307,0.08061
1987. 3. 3,6.22,180.57,1.4903,0.3,284.12,,,,,0.09229,0.08017
1987. 3. 4,6.01,183.27,1.5565,0.31,288.62,,,,,0.09644,0.08256
1987. 3. 5,5.99,184.67,1.5916,0.32,290.52,,,,,0.09865,0.08383
1987. 3. 6,6,184.29,1.5811,0.31,290.66,,,,,0.09804,0.08348
1987. 3. 9,6.21,182.48,1.5325,0.31,288.3,,,,,0.09515,0.08184
1987. 3. 10,6.29,184.46,1.5818,0.31,290.86,,,,,0.09824,0.08362
1987. 3. 11,6.32,185.31,1.6029,0.32,290.31,,,,,0.0996,0.08439
1987. 3. 12,6.14,184.77,1.5882,0.32,291.22,,,,,0.09873,0.0839
1987. 3. 13,6.05,183.16,1.5461,0.31,289.89,,,,,0.09615,0.08243
1987. 3. 16,6.25,182.73,1.5332,0.31,288.23,,,,,0.09547,0.08205
1987. 3. 17,6.05,185.9,1.6124,0.32,292.47,,,,,0.10044,0.08489
1987. 3. 18,5.97,186.04,1.6153,0.32,292.78,,,,,0.10067,0.08502
1987. 3. 19,6.06,187.96,1.6647,0.33,294.08,,,,,0.10379,0.08678
1987. 3. 20,6.09,189.82,1.7134,0.33,298.17,,,,,0.10687,0.08849
1987. 3. 23,6.21,189.4,1.6999,0.33,301.16,,,,,0.10616,0.0881
1987. 3. 24,6.14,190.18,1.7202,0.33,301.64,,,,,0.10747,0.08883
1987. 3. 25,6.28,190.2,1.72,0.33,300.38,,,,,0.1075,0.08885
1987. 3. 26,6.21,190.71,1.7331,0.33,300.93,,,,,0.10837,0.08932
1987. 3. 27,6.15,189.05,1.6871,0.33,296.13,,,,,0.10554,0.08777
1987. 3. 30,6.33,183.84,1.5455,0.31,289.2,,,,,0.09681,0.08293
1987. 3. 31,6.23,186.04,1.6003,0.32,291.7,,,,,0.10029,0.08492
1987. 4. 1,6.22,186.07,1.6004,0.32,292.38,,,,,0.10034,0.08494
1987. 4. 2,6.14,187.66,1.6407,0.32,293.63,,,,,0.10291,0.08639
1987. 4. 3,5.99,191.36,1.7371,0.34,300.41,,,,,0.109,0.0898
1987. 4. 6,6.2,190.91,1.7227,0.33,301.95,,,,,0.10823,0.08938
1987. 4. 7,6.17,187.43,1.6277,0.32,296.69,,,,,0.10231,0.08612
1987. 4. 8,6.45,189.28,1.6752,0.33,297.26,,,,,0.10534,0.08782
1987. 4. 9,6.27,188.73,1.6599,0.33,292.86,,,,,0.10442,0.08731
1987. 4. 10,6.35,188.29,1.6476,0.32,292.49,,,,,0.10369,0.0869
1987. 4. 13,6.56,183.95,1.5315,0.31,285.62,,,,,0.09652,0.0829
1987. 4. 14,6.55,179.73,1.4254,0.3,279.16,,,,,0.08988,0.07909
1987. 4. 15,6.45,182.46,1.4898,0.3,284.44,,,,,0.09397,0.0815
1987. 4. 16,6.26,183.74,1.5205,0.31,286.91,,,,,0.09595,0.08264
1987. 4. 20,6.21,182.12,1.4776,0.3,286.09,,,,,0.09341,0.08118
1987. 4. 21,6.42,184.63,1.5381,0.31,293.07,,,,,0.09727,0.08342
1987. 4. 22,6.78,183.96,1.5207,0.31,287.19,,,,,0.09622,0.08281
1987. 4. 23,6.42,183.77,1.5153,0.31,286.82,,,,,0.09592,0.08264
1987. 4. 24,6.29,180.38,1.4308,0.3,281.52,,,,,0.09061,0.07959
1987. 4. 27,6.57,179.55,1.4092,0.29,281.83,,,,,0.08936,0.07886
1987. 4. 28,6.75,181.26,1.4488,0.3,282.51,,,,,0.09191,0.08036
1987. 4. 29,6.87,182.22,1.4712,0.3,284.57,,,,,0.09337,0.08122
1987. 4. 30,7.63,184.83,1.5337,0.31,288.36,,,,,0.09738,0.08354
1987. 5. 1,7.67,185.83,1.5578,0.31,288.03,,,,,0.09897,0.08445
1987. 5. 4,7,186.45,1.571,0.32,289.36,,,,,0.09996,0.08501
1987. 5. 5,6.86,189.74,1.6535,0.33,295.34,,,,,0.10525,0.08801
1987. 5. 6,6.61,189.29,1.6409,0.32,295.47,,,,,0.1045,0.08759
1987. 5. 7,6.84,190.01,1.6589,0.33,294.71,,,,,0.10569,0.08826
1987. 5. 8,6.72,190.36,1.6673,0.33,293.37,,,,,0.10627,0.08858
1987. 5. 11,6.84,189.24,1.6356,0.32,291.57,,,,,0.1044,0.08754
1987. 5. 12,6.75,188.98,1.6281,0.32,293.3,,,,,0.10397,0.0873
1987. 5. 13,6.67,190.29,1.6613,0.33,293.98,,,,,0.10613,0.08851
1987. 5. 14,6.75,190.74,1.6723,0.33,294.24,,,,,0.10688,0.08893
1987. 5. 15,6.84,187.91,1.5971,0.32,287.43,,,,,0.10213,0.08629
1987. 5. 18,6.88,185.46,1.5324,0.31,286.65,,,,,0.09813,0.08404
1987. 5. 19,6.67,181.46,1.4326,0.3,279.62,,,,,0.09178,0.08042
1987. 5. 20,6.6,181.7,1.4376,0.3,278.21,,,,,0.09215,0.08063
1987. 5. 21,6.77,182.66,1.4597,0.3,280.17,,,,,0.09361,0.08148
1987. 5. 22,6.72,181.64,1.4346,0.3,282.16,,,,,0.09204,0.08057
1987. 5. 26,6.97,185.17,1.5157,0.31,289.11,,,,,0.0974,0.0837
1987. 5. 27,6.97,185.96,1.5343,0.31,288.73,,,,,0.09865,0.08442
1987. 5. 28,6.8,188.11,1.5868,0.32,290.76,,,,,0.10207,0.08637
1987. 5. 29,6.63,188.77,1.6028,0.32,290.1,,,,,0.10315,0.08697
1987. 6. 1,6.74,185.86,1.5265,0.31,289.83,,,,,0.09838,0.08429
1987. 6. 2,6.56,184.5,1.4923,0.31,288.46,,,,,0.09622,0.08306
1987. 6. 3,6.58,185.76,1.5222,0.31,293.47,,,,,0.09819,0.08419
1987. 6. 4,6.74,186.26,1.5339,0.31,295.09,,,,,0.09898,0.08465
1987. 6. 5,6.7,185.68,1.5188,0.31,293.45,,,,,0.09806,0.08412
1987. 6. 8,6.75,187.54,1.5624,0.32,296.72,,,,,0.101,0.0858
1987. 6. 9,6.68,189.48,1.6102,0.32,297.28,,,,,0.10414,0.08758
1987. 6. 10,6.63,190.02,1.6232,0.32,297.47,,,,,0.10503,0.08808
1987. 6. 11,6.73,189.66,1.6133,0.32,298.73,,,,,0.10443,0.08775
1987. 6. 12,6.71,190.36,1.6304,0.33,301.62,,,,,0.10559,0.08839
1987. 6. 15,6.85,189.6,1.6087,0.32,303.14,,,,,0.10432,0.08769
1987. 6. 16,6.74,191.14,1.6471,0.33,304.76,,,,,0.10687,0.08911
1987. 6. 17,6.8,191.32,1.651,0.33,304.81,,,,,0.10717,0.08928
1987. 6. 18,6.81,192.37,1.6774,0.33,305.69,,,,,0.10893,0.09026
1987. 6. 19,6.76,192.05,1.6683,0.33,306.97,,,,,0.10839,0.08996
1987. 6. 22,6.83,192.9,1.6882,0.33,309.65,,,,,0.10983,0.09076
1987. 6. 23,6.84,191.84,1.6596,0.33,308.43,,,,,0.10802,0.08976
1987. 6. 24,6.75,191.9,1.6604,0.33,306.86,,,,,0.10812,0.08981
1987. 6. 25,6.81,191.35,1.6453,0.33,308.96,,,,,0.10719,0.0893
1987. 6. 26,6.72,191.06,1.6371,0.33,307.16,,,,,0.1067,0.08903
1987. 6. 29,6.68,190.7,1.6256,0.32,307.9,,,,,0.1061,0.08869
1987. 6. 30,6.56,189.24,1.5875,0.32,304,,,,,0.10366,0.08734
1987. 7. 1,6.07,189.48,1.5929,0.32,302.94,,,,,0.10406,0.08756
1987. 7. 2,6.68,190.38,1.6149,0.32,305.63,,,,,0.10554,0.08839
1987. 7. 6,6.73,189.02,1.5774,0.32,304.92,,,,,0.10328,0.08713
1987. 7. 7,6.72,187.76,1.5451,0.31,307.4,,,,,0.10121,0.08596
1987. 7. 8,6.59,187.38,1.535,0.31,308.29,,,,,0.1006,0.08562
1987. 7. 9,6.62,187.98,1.5491,0.31,307.52,,,,,0.10156,0.08616
1987. 7. 10,6.54,188.74,1.5672,0.32,308.37,,,,,0.1028,0.08686
1987. 7. 13,6.62,190.42,1.607,0.32,307.63,,,,,0.10554,0.08841
1987. 7. 14,6.4,194.99,1.7219,0.34,310.68,,,,,0.11314,0.09265
1987. 7. 15,6.38,194.87,1.718,0.34,310.42,,,,,0.11293,0.09254
1987. 7. 16,6.56,196.04,1.7482,0.34,312.7,,,,,0.11496,0.09365
1987. 7. 17,6.56,195.87,1.7429,0.34,314.59,,,,,0.11466,0.09349
1987. 7. 20,6.66,193.86,1.6869,0.33,311.39,,,,,0.11113,0.09157
1987. 7. 21,6.58,193.2,1.6689,0.33,308.55,,,,,0.11,0.09094
1987. 7. 22,6.52,193.63,1.6793,0.33,308.47,,,,,0.11073,0.09135
1987. 7. 23,6.6,191.51,1.6234,0.33,307.81,,,,,0.1071,0.08935
1987. 7. 24,6.62,193.02,1.6611,0.33,309.27,,,,,0.10963,0.09076
1987. 7. 27,6.64,193.2,1.6635,0.33,310.65,,,,,0.10994,0.09093
1987. 7. 28,6.58,193.76,1.6772,0.33,312.33,,,,,0.11089,0.09145
1987. 7. 29,6.7,194.73,1.7016,0.34,315.65,,,,,0.11256,0.09237
1987. 7. 30,6.72,196.57,1.7491,0.34,318.05,,,,,0.11575,0.09411
1987. 7. 31,6.75,196.35,1.7424,0.34,318.66,,,,,0.11536,0.0939
1987. 8. 3,6.82,195.24,1.7105,0.34,317.57,,,,,0.1134,0.09284
1987. 8. 4,6.76,195.88,1.7265,0.34,316.23,,,,,0.11452,0.09345
1987. 8. 5,6.68,198.24,1.7882,0.35,318.45,,,,,0.11866,0.0957
1987. 8. 6,6.62,201.87,1.8856,0.36,322.09,,,,,0.12518,0.09921
1987. 8. 7,6.57,203.73,1.9369,0.37,323,,,,,0.12864,0.10104
1987. 8. 10,6.58,206.03,1.9999,0.37,328,,,,,0.13299,0.10332
1987. 8. 11,6.47,208.39,2.0677,0.38,333.33,,,,,0.13756,0.10568
1987. 8. 12,6.65,207.06,2.0272,0.38,332.39,,,,,0.13493,0.10434
1987. 8. 13,6.67,206.47,2.009,0.38,334.65,,,,,0.13378,0.10374
1987. 8. 14,6.75,206.46,2.0078,0.38,333.99,,,,,0.13376,0.10373
1987. 8. 17,6.91,206.83,2.0158,0.38,334.11,,,,,0.13448,0.1041
1987. 8. 18,6.7,203.9,1.9292,0.37,329.25,,,,,0.12876,0.10115
1987. 8. 19,6.66,205.39,1.9706,0.37,329.83,,,,,0.13158,0.10263
1987. 8. 20,6.63,208.93,2.0716,0.38,334.84,,,,,0.13839,0.10617
1987. 8. 21,6.62,210.57,2.1195,0.39,335.9,,,,,0.14165,0.10784
1987. 8. 24,6.77,209.48,2.0837,0.39,333.33,,,,,0.13945,0.10672
1987. 8. 25,6.85,210.71,2.1195,0.39,336.77,,,,,0.1419,0.10797
1987. 8. 26,7.24,211.16,2.1321,0.39,334.57,,,,,0.14281,0.10843
1987. 8. 27,6.9,210.63,2.115,0.39,331.38,,,,,0.14174,0.10789
1987. 8. 28,6.84,208.85,2.0604,0.38,327.04,,,,,0.13814,0.10607
1987. 8. 31,6.95,209.57,2.0789,0.39,329.8,,,,,0.13957,0.1068
1987. 9. 1,6.84,206.89,1.9981,0.38,323.4,,,,,0.13422,0.10407
1987. 9. 2,6.77,205.73,1.9636,0.37,321.68,,,,,0.13196,0.1029
1987. 9. 3,6.84,205.01,1.9421,0.37,320.21,,,,,0.13057,0.10218
1987. 9. 4,6.85,204.06,1.9142,0.36,316.7,,,,,0.12876,0.10123
1987. 9. 8,7.15,199.9,1.7936,0.35,313.56,,,,,0.12088,0.0971
1987. 9. 9,7.23,201.6,1.8385,0.36,313.92,,,,,0.12397,0.09876
1987. 9. 10,7.19,205.16,1.935,0.37,317.13,,,,,0.13054,0.10224
1987. 9. 11,7.13,206.37,1.9683,0.37,321.98,,,,,0.13285,0.10345
1987. 9. 14,7.24,205.16,1.9309,0.37,323.08,,,,,0.13051,0.10224
1987. 9. 15,7.42,202.26,1.8481,0.36,317.74,,,,,0.12497,0.09935
1987. 9. 16,7.26,201.3,1.8209,0.35,314.86,,,,,0.1232,0.0984
1987. 9. 17,7.09,202.05,1.8403,0.36,314.93,,,,,0.12457,0.09914
1987. 9. 18,7.05,201.68,1.8293,0.35,314.86,,,,,0.12389,0.09877
1987. 9. 21,7.32,197.26,1.7065,0.34,310.54,,,,,0.11574,0.09444
1987. 9. 22,7.54,201.43,1.8139,0.35,319.5,,,,,0.12308,0.09844
1987. 9. 23,7.74,204.07,1.8843,0.36,321.19,,,,,0.12792,0.10102
1987. 9. 24,7.35,204.64,1.8991,0.36,319.72,,,,,0.12899,0.10158
1987. 9. 25,7.27,205.12,1.9115,0.37,320.16,,,,,0.1299,0.10206
1987. 9. 28,7.48,204.62,1.8948,0.36,323.2,,,,,0.12895,0.10156
1987. 9. 29,7.9,204.15,1.8808,0.36,321.69,,,,,0.12806,0.10109
1987. 9. 30,8.38,205.51,1.9174,0.37,321.83,,,,,0.13062,0.10244
1987. 10. 1,7.71,209.71,2.0339,0.38,327.33,,,,,0.13863,0.10663
1987. 10. 2,7.42,212.15,2.1039,0.39,328.07,,,,,0.14347,0.10911
1987. 10. 5,7.45,213.81,2.1502,0.4,328.08,,,,,0.14684,0.11082
1987. 10. 6,7.32,208.07,1.9759,0.37,319.22,,,,,0.13501,0.10487
1987. 10. 7,7.3,206.89,1.9413,0.37,318.54,,,,,0.13271,0.10368
1987. 10. 8,7.55,203.62,1.8483,0.36,314.16,,,,,0.12642,0.1004
1987. 10. 9,7.58,202.46,1.8158,0.35,311.07,,,,,0.12426,0.09926
1987. 10. 12,7.58,199.62,1.7367,0.34,309.39,,,,,0.11903,0.09647
1987. 10. 13,7.65,201.23,1.7778,0.35,314.52,,,,,0.12191,0.09803
1987. 10. 14,7.59,197.49,1.6778,0.34,305.23,,,,,0.11511,0.09438
1987. 10. 15,7.76,193.07,1.5643,0.32,298.08,,,,,0.10739,0.09016
1987. 10. 16,7.55,183.29,1.3258,0.29,282.7,,,,,0.09107,0.08103
1987. 10. 19,7.61,155.65,0.724,0.2,224.84,,,,,0.04987,0.05659
1987. 10. 20,7.07,143.96,0.5605,0.17,236.83,,,,,0.03863,0.04809
1987. 10. 21,6.47,158.78,0.7334,0.21,258.38,,,,,0.05056,0.05799
1987. 10. 22,7.14,149.99,0.6112,0.18,248.25,,,,,0.04217,0.05157
1987. 10. 23,7,145.42,0.5551,0.17,248.22,,,,,0.03831,0.04843
1987. 10. 26,7.24,128.43,0.3597,0.13,227.67,,,,,0.02488,0.03711
1987. 10. 27,7.14,129.87,0.3717,0.13,233.19,,,,,0.02572,0.03794
1987. 10. 28,6.72,131.21,0.383,0.14,233.28,,,,,0.02652,0.03873
1987. 10. 29,6.76,143.64,0.4917,0.16,244.77,,,,,0.03405,0.04606
1987. 10. 30,6.62,150.07,0.5575,0.18,251.79,,,,,0.03863,0.05019
1987. 11. 2,6.64,152.2,0.5805,0.18,255.75,,,,,0.04027,0.05161
1987. 11. 3,6.06,147.13,0.5222,0.17,250.82,,,,,0.03625,0.04817
1987. 11. 4,5.69,147.95,0.5307,0.17,248.96,,,,,0.03685,0.04871
1987. 11. 5,6.57,153.03,0.5852,0.18,254.48,,,,,0.04065,0.05205
1987. 11. 6,6.7,150.68,0.5579,0.18,250.41,,,,,0.03878,0.05046
1987. 11. 9,6.82,146.49,0.5106,0.17,243.17,,,,,0.03554,0.04765
1987. 11. 10,6.63,143.45,0.4786,0.16,239,,,,,0.03333,0.04567
1987. 11. 11,6.63,145.48,0.4987,0.17,241.9,,,,,0.03474,0.04696
1987. 11. 12,6.72,149.85,0.5434,0.18,248.52,,,,,0.03787,0.04979
1987. 11. 13,6.8,147.95,0.5225,0.17,245.64,,,,,0.03643,0.04852
1987. 11. 16,7.11,147.46,0.5166,0.17,246.76,,,,,0.03607,0.0482
1987. 11. 17,6.72,143.57,0.4755,0.16,243.04,,,,,0.03322,0.04566
1987. 11. 18,6.46,144.84,0.4879,0.16,245.55,,,,,0.0341,0.04647
1987. 11. 19,6.82,141.06,0.4495,0.16,240.05,,,,,0.03143,0.04404
1987. 11. 20,6.74,140.84,0.4472,0.16,242,,,,,0.03128,0.0439
1987. 11. 23,6.89,141.84,0.4561,0.16,242.99,,,,,0.03195,0.04453
1987. 11. 24,6.77,144.66,0.4831,0.16,246.39,,,,,0.03385,0.0463
1987. 11. 25,6.73,144.99,0.4862,0.16,244.1,,,,,0.03408,0.04651
1987. 11. 27,6.76,143.35,0.4692,0.16,240.34,,,,,0.03293,0.04546
1987. 11. 30,7.19,137.12,0.4074,0.15,230.3,,,,,0.02863,0.04151
1987. 12. 1,7.04,137.16,0.4076,0.15,232,,,,,0.02866,0.04153
1987. 12. 2,7,137.96,0.4145,0.15,233.45,,,,,0.02916,0.04201
1987. 12. 3,6.99,132.95,0.3691,0.14,225.21,,,,,0.02598,0.03896
1987. 12. 4,6.82,130.43,0.348,0.13,223.92,,,,,0.02451,0.03749
1987. 12. 7,6.93,133.15,0.3693,0.14,228.76,,,,,0.02604,0.03905
1987. 12. 8,6.79,136.69,0.3986,0.14,234.91,,,,,0.02812,0.04113
1987. 12. 9,6.72,139.76,0.4252,0.15,238.89,,,,,0.03001,0.04297
1987. 12. 10,6.83,139.01,0.4182,0.15,233.57,,,,,0.02953,0.04251
1987. 12. 11,6.81,139.82,0.4253,0.15,235.32,,,,,0.03004,0.04301
1987. 12. 14,6.78,146.08,0.4818,0.16,242.19,,,,,0.03408,0.04686
1987. 12. 15,6.51,146.89,0.4896,0.17,242.81,,,,,0.03465,0.04738
1987. 12. 16,5.52,151.06,0.5311,0.18,248.08,,,,,0.0376,0.05007
1987. 12. 17,6.67,149.91,0.5188,0.17,242.98,,,,,0.03674,0.04931
1987. 12. 18,6.75,154.74,0.5687,0.18,249.16,,,,,0.04029,0.05248
1987. 12. 21,6.85,156.02,0.582,0.19,249.54,,,,,0.04129,0.05335
1987. 12. 22,6.77,155.55,0.5765,0.19,249.95,,,,,0.04092,0.05303
1987. 12. 23,6.74,158.06,0.6042,0.19,253.16,,,,,0.0429,0.05474
1987. 12. 24,6.7,158.18,0.6053,0.19,252.03,,,,,0.043,0.05482
1987. 12. 28,6.91,152.78,0.5422,0.18,245.57,,,,,0.03859,0.05108
1987. 12. 29,7.21,154.35,0.5586,0.18,244.59,,,,,0.03978,0.05213
1987. 12. 30,6.77,157.29,0.5903,0.19,247.86,,,,,0.04205,0.05412
1987. 12. 31,6.89,156.25,0.5783,0.19,247.08,,,,,0.04122,0.0534
1988. 1. 4,7.3,161.81,0.639,0.2,255.94,,,,,0.04562,0.0572
1988. 1. 5,7.34,164.28,0.6679,0.21,258.63,,,,,0.04771,0.05895
1988. 1. 6,6.94,166.18,0.6908,0.21,258.89,,,,,0.04937,0.06031
1988. 1. 7,6.91,168.7,0.7219,0.22,261.07,,,,,0.05161,0.06214
1988. 1. 8,6.8,158.2,0.5868,0.19,243.4,,,,,0.04197,0.05441
1988. 1. 11,6.89,158.88,0.5935,0.19,247.49,,,,,0.04252,0.05487
1988. 1. 12,6.75,155.73,0.5579,0.18,245.42,,,,,0.03999,0.0527
1988. 1. 13,6.72,155.54,0.5556,0.18,245.81,,,,,0.03984,0.05257
1988. 1. 14,6.86,156.04,0.5607,0.18,245.88,,,,,0.04022,0.05291
1988. 1. 15,6.89,159.82,0.6012,0.19,252.05,,,,,0.04315,0.05547
1988. 1. 18,6.89,159.02,0.5914,0.19,251.88,,,,,0.0425,0.05492
1988. 1. 19,6.96,158.01,0.5798,0.19,249.32,,,,,0.04169,0.05422
1988. 1. 20,6.86,152.46,0.5185,0.18,242.63,,,,,0.0373,0.05041
1988. 1. 21,6.67,152.95,0.5232,0.18,243.14,,,,,0.03766,0.05073
1988. 1. 22,6.57,154.35,0.5374,0.18,246.5,,,,,0.03869,0.05166
1988. 1. 25,6.86,157.05,0.5648,0.19,252.17,,,,,0.04072,0.05347
1988. 1. 26,6.78,155.23,0.5449,0.18,249.57,,,,,0.03931,0.05223
1988. 1. 27,6.57,155.43,0.5468,0.18,249.38,,,,,0.03946,0.05236
1988. 1. 28,6.73,157.65,0.57,0.19,253.29,,,,,0.04115,0.05386
1988. 1. 29,6.79,159.13,0.5858,0.19,257.07,,,,,0.04231,0.05487
1988. 2. 1,6.96,158.62,0.5793,0.19,255.04,,,,,0.0419,0.05452
1988. 2. 2,6.78,158.98,0.583,0.19,255.57,,,,,0.04219,0.05477
1988. 2. 3,6.55,156.58,0.5563,0.18,252.21,,,,,0.04028,0.05311
1988. 2. 4,6.57,157.38,0.5646,0.19,252.21,,,,,0.04089,0.05366
1988. 2. 5,6.58,158.01,0.5712,0.19,250.96,,,,,0.04138,0.05409
1988. 2. 8,6.58,157.88,0.569,0.19,249.1,,,,,0.04128,0.054
1988. 2. 9,6.04,158.93,0.5801,0.19,251.72,,,,,0.04211,0.05472
1988. 2. 10,5.72,162.24,0.6161,0.2,256.66,,,,,0.04474,0.05699
1988. 2. 11,6.5,162.96,0.624,0.2,255.95,,,,,0.04533,0.0575
1988. 2. 12,6.59,163.93,0.6349,0.2,257.63,,,,,0.04614,0.05818
1988. 2. 16,6.9,165.54,0.6525,0.21,259.83,,,,,0.0475,0.05933
1988. 2. 17,6.79,165.8,0.6552,0.21,259.21,,,,,0.04772,0.05951
1988. 2. 18,6.65,165.75,0.6544,0.21,257.91,,,,,0.04768,0.05948
1988. 2. 19,6.66,167.07,0.6697,0.21,261.61,,,,,0.04882,0.06043
1988. 2. 22,6.77,170.2,0.7064,0.22,265.64,,,,,0.05156,0.06269
1988. 2. 23,6.63,171.29,0.7197,0.22,265.02,,,,,0.05255,0.06349
1988. 2. 24,6.43,172.48,0.7344,0.22,264.43,,,,,0.05365,0.06437
1988. 2. 25,6.6,170.79,0.7124,0.22,261.58,,,,,0.05207,0.06311
1988. 2. 26,6.56,170.65,0.7104,0.22,262.46,,,,,0.05195,0.06301
1988. 2. 29,6.67,172.64,0.7343,0.22,267.82,,,,,0.05376,0.06448
1988. 3. 1,6.66,172.63,0.7338,0.22,267.22,,,,,0.05375,0.06447
1988. 3. 2,6.62,175.12,0.7652,0.23,267.98,,,,,0.05608,0.06633
1988. 3. 3,6.58,176.5,0.783,0.23,267.88,,,,,0.0574,0.06738
1988. 3. 4,6.51,177.39,0.7945,0.23,267.3,,,,,0.05827,0.06806
1988. 3. 7,6.51,178.46,0.8078,0.24,267.38,,,,,0.05933,0.06888
1988. 3. 8,6.36,179.62,0.8232,0.24,269.43,,,,,0.06048,0.06977
1988. 3. 9,6.59,181.24,0.8451,0.24,269.06,,,,,0.06212,0.07103
1988. 3. 10,6.7,178.43,0.8054,0.24,263.84,,,,,0.05923,0.06883
1988. 3. 11,6.6,177.89,0.7978,0.24,264.94,,,,,0.05869,0.06841
1988. 3. 14,6.7,179.21,0.8144,0.24,266.37,,,,,0.06,0.06943
1988. 3. 15,6.6,178.32,0.8019,0.24,266.13,,,,,0.05911,0.06874
1988. 3. 16,6.48,180.42,0.8299,0.24,268.65,,,,,0.06119,0.07036
1988. 3. 17,6.47,181.24,0.8409,0.24,271.22,,,,,0.06203,0.071
1988. 3. 18,6.45,181.04,0.8377,0.24,271.12,,,,,0.06182,0.07084
1988. 3. 21,6.45,178.9,0.8069,0.24,268.74,,,,,0.05963,0.06917
1988. 3. 22,6.46,180.01,0.8216,0.24,268.84,,,,,0.06074,0.07002
1988. 3. 23,6.83,179.24,0.8107,0.24,268.91,,,,,0.05996,0.06942
1988. 3. 24,6.66,174.76,0.7495,0.23,263.35,,,,,0.05547,0.06595
1988. 3. 25,6.6,172.88,0.725,0.22,258.51,,,,,0.05368,0.06453
1988. 3. 28,6.64,172.84,0.7235,0.22,258.06,,,,,0.05364,0.06451
1988. 3. 29,6.57,173.66,0.7335,0.22,260.07,,,,,0.0544,0.06512
1988. 3. 30,6.66,172.13,0.7138,0.22,258.07,,,,,0.05296,0.06397
